ts,symbol,combo,event,spy_close,spy_ema50,beta_60
2023-06-23,GLD,C,spy_below_ema50,0.0,0.0,
2023-06-26,GLD,C,spy_below_ema50,0.0,0.0,
2023-06-27,GLD,C,spy_below_ema50,0.0,0.0,
2023-06-28,GLD,C,spy_below_ema50,0.0,0.0,
2023-06-29,GLD,C,spy_below_ema50,0.0,0.0,
2023-06-30,GLD,C,spy_below_ema50,0.0,0.0,
2023-07-03,GLD,C,spy_below_ema50,0.0,0.0,
2023-07-05,GLD,C,spy_below_ema50,0.0,0.0,
2023-07-06,GLD,C,spy_below_ema50,0.0,0.0,
2023-07-07,GLD,C,spy_below_ema50,0.0,0.0,
2023-07-10,GLD,C,spy_below_ema50,0.0,0.0,
2023-07-11,GLD,C,spy_below_ema50,0.0,0.0,
2023-07-12,GLD,C,spy_below_ema50,0.0,0.0,
2023-07-13,GLD,C,spy_below_ema50,0.0,0.0,
2023-07-14,GLD,C,spy_below_ema50,0.0,0.0,
2023-07-17,GLD,C,spy_below_ema50,0.0,0.0,
2023-07-18,GLD,C,spy_below_ema50,0.0,0.0,
2023-07-19,GLD,C,spy_below_ema50,0.0,0.0,
2023-07-20,GLD,C,spy_below_ema50,0.0,0.0,
2023-07-21,GLD,C,spy_below_ema50,0.0,0.0,
2023-07-24,GLD,C,spy_below_ema50,0.0,0.0,
2023-07-25,GLD,C,spy_below_ema50,0.0,0.0,
2023-07-26,GLD,C,spy_below_ema50,0.0,0.0,
2023-07-27,GLD,C,spy_below_ema50,0.0,0.0,
2023-07-28,GLD,C,spy_below_ema50,0.0,0.0,
2023-07-31,GLD,C,spy_below_ema50,0.0,0.0,
2023-08-01,GLD,C,spy_below_ema50,0.0,0.0,
2023-08-02,GLD,C,spy_below_ema50,0.0,0.0,
2023-08-03,GLD,C,spy_below_ema50,0.0,0.0,
2023-08-04,GLD,C,spy_below_ema50,0.0,0.0,
2023-08-07,GLD,C,spy_below_ema50,0.0,0.0,
2023-08-08,GLD,C,spy_below_ema50,0.0,0.0,
2023-08-09,GLD,C,spy_below_ema50,0.0,0.0,
2023-08-10,GLD,C,spy_below_ema50,0.0,0.0,
2023-08-11,GLD,C,spy_below_ema50,0.0,0.0,
2023-08-14,GLD,C,spy_below_ema50,0.0,0.0,
2023-08-15,GLD,C,spy_below_ema50,0.0,0.0,
2023-08-16,GLD,C,spy_below_ema50,0.0,0.0,
2023-08-17,GLD,C,spy_below_ema50,0.0,0.0,
2023-08-18,GLD,C,spy_below_ema50,436.39,441.4985046578768,
2023-08-21,GLD,C,spy_below_ema50,439.32,441.413073102666,
2023-08-22,GLD,C,spy_below_ema50,438.11,441.28354082413006,
2023-08-24,GLD,C,spy_below_ema50,436.92,441.17634045318584,
2023-08-25,GLD,C,spy_below_ema50,439.98,441.1294251412962,
2023-09-15,GLD,C,spy_below_ema50,443.305,443.811691574291,
2023-09-18,GLD,C,spy_below_ema50,443.63,443.80456641451485,
2023-09-19,GLD,C,spy_below_ema50,442.62,443.75811282963195,
2023-09-20,GLD,C,spy_below_ema50,438.52,443.5526966402346,
2023-09-21,GLD,C,spy_below_ema50,431.3,443.0721987327745,
2023-09-22,GLD,C,spy_below_ema50,430.28,442.57054388050886,
2023-09-25,GLD,C,spy_below_ema50,432.23,442.165032355783,
2023-09-26,GLD,C,spy_below_ema50,425.84,441.5248350084974,
2023-09-27,GLD,C,spy_below_ema50,425.925,440.91307677287006,
2023-09-28,GLD,C,spy_below_ema50,428.51,440.42668160530656,
2023-09-29,GLD,C,spy_below_ema50,427.3,439.9119097776475,
2023-10-02,GLD,C,spy_below_ema50,427.36,439.41967802166135,
2023-10-03,GLD,C,spy_below_ema50,421.68,438.7240043737531,
2023-10-04,GLD,C,spy_below_ema50,424.705,438.174239496351,
2023-10-05,GLD,C,spy_below_ema50,424.31,437.63054382982745,
2023-10-06,GLD,C,spy_below_ema50,429.44,437.3093460325793,
2023-10-09,GLD,C,spy_below_ema50,432.24,437.11054814894874,
2023-10-10,GLD,C,spy_below_ema50,434.47,437.00699724114685,
2023-10-11,GLD,C,spy_below_ema50,436.33,436.98044832972937,
2023-10-12,GLD,C,spy_below_ema50,433.68,436.85101898346545,
2023-10-13,GLD,C,spy_below_ema50,431.625,436.64607706254526,
2023-10-16,GLD,C,spy_below_ema50,436.04,436.62230933460233,
2023-10-17,GLD,C,spy_below_ema50,436.11,436.6022187724611,
2023-10-18,GLD,C,spy_below_ema50,430.24,436.35271999707044,
2023-10-19,GLD,C,spy_below_ema50,426.43,435.96359372267557,
2023-10-20,GLD,C,spy_below_ema50,421.25,435.3865900472765,
2023-10-23,GLD,C,spy_below_ema50,420.52,434.8035865160108,
2023-10-24,GLD,C,spy_below_ema50,423.56,434.3626615545986,
2023-10-25,GLD,C,spy_below_ema50,417.62,433.70608659167317,
2023-10-26,GLD,C,spy_below_ema50,412.6,432.8783969214115,
2023-10-27,GLD,C,spy_below_ema50,410.76,432.01100880684635,
2023-10-30,GLD,C,spy_below_ema50,415.64,431.36900846147984,
2023-10-31,GLD,C,spy_below_ema50,418.18,430.8517924433826,
2023-11-01,GLD,C,spy_below_ema50,422.66,430.530545680897,
2024-04-15,GLD,C,spy_below_ema50,504.52,507.7598963586021,
2024-04-16,GLD,C,spy_below_ema50,503.41,507.5893121876765,
2024-04-17,GLD,C,spy_below_ema50,500.52,507.31208425874803,
2024-04-18,GLD,C,spy_below_ema50,499.42,507.00259075840495,
2024-04-19,GLD,C,spy_below_ema50,495.185,506.5391558267028,
2024-04-22,GLD,C,spy_below_ema50,499.54,506.26467912761643,
2024-04-23,GLD,C,spy_below_ema50,505.5,506.2346917108472,
2024-04-24,GLD,C,spy_below_ema50,505.66,506.21215478101004,
2024-04-25,GLD,C,spy_below_ema50,503.53,506.1069722405783,
2024-04-30,GLD,C,spy_below_ema50,502.26,506.18101595262607,
2024-05-01,GLD,C,spy_below_ema50,500.11,505.94293689566035,
2024-05-02,GLD,C,spy_below_ema50,505.03,505.9071354487717,
2024-07-24,GLD,C,spy_below_ema50,541.21,541.9028600135425,
2024-07-25,GLD,C,spy_below_ema50,538.39,541.7651007973252,
2024-07-30,GLD,C,spy_below_ema50,541.97,541.9850220028836,
2024-08-02,GLD,C,spy_below_ema50,532.92,541.9780934453358,
2024-08-05,GLD,C,spy_below_ema50,517.4,541.014246643558,
2024-08-06,GLD,C,spy_below_ema50,522.07,540.2713350104773,
2024-08-07,GLD,C,spy_below_ema50,518.635,539.4228512845763,
2024-08-08,GLD,C,spy_below_ema50,530.61,539.0772492734163,
2024-08-09,GLD,C,spy_below_ema50,532.92,538.835788517596,
2024-08-12,GLD,C,spy_below_ema50,533.29,538.6183066149451,
2024-09-06,GLD,C,spy_below_ema50,540.46,546.8638430320724,
2024-09-09,GLD,C,spy_below_ema50,546.44,546.847221736697,
2024-10-31,GLD,C,spy_below_ema50,568.46,569.1209167099577,
2024-12-18,GLD,C,spy_below_ema50,586.395,590.8559442307899,
2024-12-19,GLD,C,spy_below_ema50,586.12,590.6702209276217,
2024-12-23,GLD,C,spy_below_ema50,589.06,590.6168629170395,
2024-12-30,GLD,C,spy_below_ema50,588.25,591.4408353559655,
2024-12-31,GLD,C,spy_below_ema50,586.07,591.230214361614,
2025-01-02,GLD,C,spy_below_ema50,584.62,590.9709902690016,
2025-01-07,GLD,C,spy_below_ema50,588.73,591.0858156678637,
2025-01-08,GLD,C,spy_below_ema50,589.34,591.0173523083397,
2025-01-10,GLD,C,spy_below_ema50,580.49,590.6045149629147,
2025-01-13,GLD,C,spy_below_ema50,581.41,590.2439457486827,
2025-01-14,GLD,C,spy_below_ema50,582.2,589.9284968957932,
2025-02-24,GLD,C,spy_below_ema50,597.22,599.3774460013725,
2025-02-25,GLD,C,spy_below_ema50,594.31,599.1787226287696,
2025-02-26,GLD,C,spy_below_ema50,594.49,598.9948511531315,
2025-02-27,GLD,C,spy_below_ema50,585.03,598.4472099314402,
2025-02-28,GLD,C,spy_below_ema50,593.895,598.2686918949131,
2025-03-03,GLD,C,spy_below_ema50,583.94,597.7067824088381,
2025-03-04,GLD,C,spy_below_ema50,576.88,596.8900458437856,
2025-03-05,GLD,C,spy_below_ema50,583.02,596.3461224773627,
2025-03-06,GLD,C,spy_below_ema50,572.73,595.42000002727,
2025-03-07,GLD,C,spy_below_ema50,575.76,594.6490196340438,
2025-03-11,GLD,C,spy_below_ema50,556.08,593.1365090601597,
2025-03-12,GLD,C,spy_below_ema50,558.92,591.7946851754475,
2025-03-13,GLD,C,spy_below_ema50,551.6,590.2184230117044,
2025-03-14,GLD,C,spy_below_ema50,562.78,589.1424064230102,
2025-03-17,GLD,C,spy_below_ema50,567.02,588.2748610730883,
2025-03-18,GLD,C,spy_below_ema50,560.92,587.2021214231634,
2025-03-19,GLD,C,spy_below_ema50,567.0,586.409881367353,
2025-03-20,GLD,C,spy_below_ema50,565.69,585.5973370000058,
2025-03-21,GLD,C,spy_below_ema50,564.17,584.7570492745155,
2025-03-24,GLD,C,spy_below_ema50,574.02,584.3359885186521,
2025-03-25,GLD,C,spy_below_ema50,575.405,583.9857536747834,
2025-03-26,GLD,C,spy_below_ema50,568.75,583.3882731385173,
2025-03-27,GLD,C,spy_below_ema50,567.03,582.7467722311245,
2025-03-28,GLD,C,spy_below_ema50,555.7,581.6861144965706,
2025-03-31,GLD,C,spy_below_ema50,559.26,580.8066590261168,
2025-04-01,GLD,C,spy_below_ema50,561.1,580.0338488682298,
2025-04-02,GLD,C,spy_below_ema50,564.63,579.4297763635933,
2025-04-03,GLD,C,spy_below_ema50,537.3,577.7776282709034,
2025-04-04,GLD,C,spy_below_ema50,505.93,574.9600742210641,
2025-04-07,GLD,C,spy_below_ema50,504.45,572.1949732712185,
2025-04-08,GLD,C,spy_below_ema50,496.6,569.2304645154844,
2025-04-09,GLD,C,spy_below_ema50,542.955,568.2000541423281,
2025-04-10,GLD,C,spy_below_ema50,524.63,566.4914245681192,
2025-04-11,GLD,C,spy_below_ema50,534.0,565.217251055644,
2025-04-14,GLD,C,spy_below_ema50,538.98,564.1883392495404,
2025-04-15,GLD,C,spy_below_ema50,537.64,563.1472279064212,
2025-04-16,GLD,C,spy_below_ema50,525.73,561.6798856355812,
2025-04-17,GLD,C,spy_below_ema50,526.34,560.2940077675191,
2025-04-21,GLD,C,spy_below_ema50,513.96,558.4769878550674,
2025-04-22,GLD,C,spy_below_ema50,526.95,557.2406353901628,
2025-04-23,GLD,C,spy_below_ema50,535.29,556.379826159176,
2025-04-24,GLD,C,spy_below_ema50,546.44,555.9900290548945,
2025-04-25,GLD,C,spy_below_ema50,550.55,555.7766945821536,
2025-04-28,GLD,C,spy_below_ema50,551.07,555.5921183240299,
2025-04-29,GLD,C,spy_below_ema50,554.09,555.5332117230876,
2025-04-30,GLD,C,spy_below_ema50,554.02,555.473870086888,
2025-11-17,GLD,C,spy_below_ema50,665.72,666.7543691371054,
2025-11-18,GLD,C,spy_below_ema50,660.16,666.4957664258463,
2025-11-19,GLD,C,spy_below_ema50,662.68,666.3461285267936,
2025-11-20,GLD,C,spy_below_ema50,652.42,665.8000058394683,
2025-11-21,GLD,C,spy_below_ema50,659.15,665.5392212967441,
2025-12-17,GLD,C,spy_below_ema50,671.43,673.2850823239643,
2026-01-20,GLD,C,spy_below_ema50,677.66,681.8079719316042,
2026-02-05,GLD,C,spy_below_ema50,677.44,684.8879059582025,
2026-02-12,GLD,C,spy_below_ema50,681.19,685.77695478599,
2026-02-13,GLD,C,spy_below_ema50,681.61,685.6135447943826,
2026-02-17,GLD,C,spy_below_ema50,682.76,685.5016410769558,
2026-02-19,GLD,C,spy_below_ema50,684.505,685.4884929741527,
2026-02-23,GLD,C,spy_below_ema50,682.39,685.5158676012843,
2026-03-03,GLD,C,spy_below_ema50,680.29,685.8109536184259,
2026-03-04,GLD,C,spy_below_ema50,685.13,685.7842495549583,
2026-03-05,GLD,C,spy_below_ema50,681.405,685.6125142782932,
2026-03-06,GLD,C,spy_below_ema50,672.44,685.0959450909093,
2026-03-09,GLD,C,spy_below_ema50,678.3,684.8294374402855,
2026-03-10,GLD,C,spy_below_ema50,677.13,684.527498717137,
2026-03-11,GLD,C,spy_below_ema50,676.34,684.2064203360727,
2026-03-12,GLD,C,spy_below_ema50,666.05,683.4944038523051,
2026-03-13,GLD,C,spy_below_ema50,662.3,682.663250760058,
2026-03-16,GLD,C,spy_below_ema50,668.97,682.1262605341734,
2026-03-17,GLD,C,spy_below_ema50,670.75,681.6801326700881,
2026-03-18,GLD,C,spy_below_ema50,661.54,680.890323545771,
2026-03-19,GLD,C,spy_below_ema50,657.605,679.9771736027996,
2023-04-26,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-04-27,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-04-28,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-05-01,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-05-02,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-05-03,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-05-04,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-05-05,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-05-08,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-05-09,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-05-10,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-05-11,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-05-12,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-05-15,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-05-16,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-05-17,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-05-18,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-05-19,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-05-22,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-05-23,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-05-24,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-05-25,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-05-26,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-05-30,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-05-31,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-06-01,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-06-02,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-06-05,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-06-06,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-06-07,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-06-08,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-06-09,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-06-12,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-06-13,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-06-14,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-06-15,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-06-16,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-06-20,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-06-21,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-06-22,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-06-23,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-06-26,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-06-27,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-06-28,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-06-29,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-06-30,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-07-03,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-07-05,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-07-06,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-07-07,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-07-10,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-07-11,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-07-12,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-07-13,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-07-14,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-07-17,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-07-18,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-07-19,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-07-20,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-07-21,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-07-24,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-07-25,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-07-26,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-07-27,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-07-28,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-07-31,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-08-01,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-08-02,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-08-03,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-08-04,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-08-07,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-08-08,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-08-09,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-08-10,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-08-11,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-08-14,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-08-15,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-08-16,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-08-17,GOOGL,C,spy_below_ema50,0.0,0.0,
2023-08-18,GOOGL,C,spy_below_ema50,436.39,441.4985046578768,
2023-08-21,GOOGL,C,spy_below_ema50,439.32,441.413073102666,
2023-08-22,GOOGL,C,spy_below_ema50,438.11,441.28354082413006,
2023-08-24,GOOGL,C,spy_below_ema50,436.92,441.17634045318584,
2023-08-25,GOOGL,C,spy_below_ema50,439.98,441.1294251412962,
2023-09-15,GOOGL,C,spy_below_ema50,443.305,443.811691574291,
2023-09-18,GOOGL,C,spy_below_ema50,443.63,443.80456641451485,
2023-09-19,GOOGL,C,spy_below_ema50,442.62,443.75811282963195,
2023-09-20,GOOGL,C,spy_below_ema50,438.52,443.5526966402346,
2023-09-21,GOOGL,C,spy_below_ema50,431.3,443.0721987327745,
2023-09-22,GOOGL,C,spy_below_ema50,430.28,442.57054388050886,
2023-09-25,GOOGL,C,spy_below_ema50,432.23,442.165032355783,
2023-09-26,GOOGL,C,spy_below_ema50,425.84,441.5248350084974,
2023-09-27,GOOGL,C,spy_below_ema50,425.925,440.91307677287006,
2023-09-28,GOOGL,C,spy_below_ema50,428.51,440.42668160530656,
2023-09-29,GOOGL,C,spy_below_ema50,427.3,439.9119097776475,
2023-10-02,GOOGL,C,spy_below_ema50,427.36,439.41967802166135,
2023-10-03,GOOGL,C,spy_below_ema50,421.68,438.7240043737531,
2023-10-04,GOOGL,C,spy_below_ema50,424.705,438.174239496351,
2023-10-05,GOOGL,C,spy_below_ema50,424.31,437.63054382982745,
2023-10-06,GOOGL,C,spy_below_ema50,429.44,437.3093460325793,
2023-10-09,GOOGL,C,spy_below_ema50,432.24,437.11054814894874,
2023-10-10,GOOGL,C,spy_below_ema50,434.47,437.00699724114685,
2023-10-11,GOOGL,C,spy_below_ema50,436.33,436.98044832972937,
2023-10-12,GOOGL,C,spy_below_ema50,433.68,436.85101898346545,
2023-10-13,GOOGL,C,spy_below_ema50,431.625,436.64607706254526,
2023-10-16,GOOGL,C,spy_below_ema50,436.04,436.62230933460233,
2023-10-17,GOOGL,C,spy_below_ema50,436.11,436.6022187724611,
2023-10-18,GOOGL,C,spy_below_ema50,430.24,436.35271999707044,
2023-10-19,GOOGL,C,spy_below_ema50,426.43,435.96359372267557,
2023-10-20,GOOGL,C,spy_below_ema50,421.25,435.3865900472765,
2023-10-23,GOOGL,C,spy_below_ema50,420.52,434.8035865160108,
2023-10-24,GOOGL,C,spy_below_ema50,423.56,434.3626615545986,
2023-10-25,GOOGL,C,spy_below_ema50,417.62,433.70608659167317,
2023-10-26,GOOGL,C,spy_below_ema50,412.6,432.8783969214115,
2023-10-27,GOOGL,C,spy_below_ema50,410.76,432.01100880684635,
2023-10-30,GOOGL,C,spy_below_ema50,415.64,431.36900846147984,
2023-10-31,GOOGL,C,spy_below_ema50,418.18,430.8517924433826,
2023-11-01,GOOGL,C,spy_below_ema50,422.66,430.530545680897,
2024-04-15,GOOGL,C,spy_below_ema50,504.52,507.7598963586021,
2024-04-16,GOOGL,C,spy_below_ema50,503.41,507.5893121876765,
2024-04-17,GOOGL,C,spy_below_ema50,500.52,507.31208425874803,
2024-04-18,GOOGL,C,spy_below_ema50,499.42,507.00259075840495,
2024-04-19,GOOGL,C,spy_below_ema50,495.185,506.5391558267028,
2024-04-22,GOOGL,C,spy_below_ema50,499.54,506.26467912761643,
2024-04-23,GOOGL,C,spy_below_ema50,505.5,506.2346917108472,
2024-04-24,GOOGL,C,spy_below_ema50,505.66,506.21215478101004,
2024-04-25,GOOGL,C,spy_below_ema50,503.53,506.1069722405783,
2024-04-30,GOOGL,C,spy_below_ema50,502.26,506.18101595262607,
2024-05-01,GOOGL,C,spy_below_ema50,500.11,505.94293689566035,
2024-05-02,GOOGL,C,spy_below_ema50,505.03,505.9071354487717,
2024-07-24,GOOGL,C,spy_below_ema50,541.21,541.9028600135425,
2024-07-25,GOOGL,C,spy_below_ema50,538.39,541.7651007973252,
2024-08-05,GOOGL,C,spy_below_ema50,517.4,541.014246643558,
2024-08-06,GOOGL,C,spy_below_ema50,522.07,540.2713350104773,
2024-08-07,GOOGL,C,spy_below_ema50,518.635,539.4228512845763,
2024-08-08,GOOGL,C,spy_below_ema50,530.61,539.0772492734163,
2024-08-09,GOOGL,C,spy_below_ema50,532.92,538.835788517596,
2024-08-12,GOOGL,C,spy_below_ema50,533.29,538.6183066149451,
2024-09-09,GOOGL,C,spy_below_ema50,546.44,546.847221736697,
2024-10-31,GOOGL,C,spy_below_ema50,568.46,569.1209167099577,
2024-12-18,GOOGL,C,spy_below_ema50,586.395,590.8559442307899,
2024-12-19,GOOGL,C,spy_below_ema50,586.12,590.6702209276217,
2024-12-23,GOOGL,C,spy_below_ema50,589.06,590.6168629170395,
2024-12-30,GOOGL,C,spy_below_ema50,588.25,591.4408353559655,
2024-12-31,GOOGL,C,spy_below_ema50,586.07,591.230214361614,
2025-01-02,GOOGL,C,spy_below_ema50,584.62,590.9709902690016,
2025-01-07,GOOGL,C,spy_below_ema50,588.73,591.0858156678637,
2025-01-08,GOOGL,C,spy_below_ema50,589.34,591.0173523083397,
2025-01-10,GOOGL,C,spy_below_ema50,580.49,590.6045149629147,
2025-01-13,GOOGL,C,spy_below_ema50,581.41,590.2439457486827,
2025-01-14,GOOGL,C,spy_below_ema50,582.2,589.9284968957932,
2025-02-24,GOOGL,C,spy_below_ema50,597.22,599.3774460013725,
2025-02-25,GOOGL,C,spy_below_ema50,594.31,599.1787226287696,
2025-02-26,GOOGL,C,spy_below_ema50,594.49,598.9948511531315,
2025-02-27,GOOGL,C,spy_below_ema50,585.03,598.4472099314402,
2025-02-28,GOOGL,C,spy_below_ema50,593.895,598.2686918949131,
2025-03-03,GOOGL,C,spy_below_ema50,583.94,597.7067824088381,
2025-03-04,GOOGL,C,spy_below_ema50,576.88,596.8900458437856,
2025-03-05,GOOGL,C,spy_below_ema50,583.02,596.3461224773627,
2025-03-06,GOOGL,C,spy_below_ema50,572.73,595.42000002727,
2025-03-07,GOOGL,C,spy_below_ema50,575.76,594.6490196340438,
2025-03-11,GOOGL,C,spy_below_ema50,556.08,593.1365090601597,
2025-03-12,GOOGL,C,spy_below_ema50,558.92,591.7946851754475,
2025-03-13,GOOGL,C,spy_below_ema50,551.6,590.2184230117044,
2025-03-14,GOOGL,C,spy_below_ema50,562.78,589.1424064230102,
2025-03-17,GOOGL,C,spy_below_ema50,567.02,588.2748610730883,
2025-03-18,GOOGL,C,spy_below_ema50,560.92,587.2021214231634,
2025-03-19,GOOGL,C,spy_below_ema50,567.0,586.409881367353,
2025-03-20,GOOGL,C,spy_below_ema50,565.69,585.5973370000058,
2025-03-21,GOOGL,C,spy_below_ema50,564.17,584.7570492745155,
2025-03-24,GOOGL,C,spy_below_ema50,574.02,584.3359885186521,
2025-03-25,GOOGL,C,spy_below_ema50,575.405,583.9857536747834,
2025-03-26,GOOGL,C,spy_below_ema50,568.75,583.3882731385173,
2025-03-27,GOOGL,C,spy_below_ema50,567.03,582.7467722311245,
2025-03-28,GOOGL,C,spy_below_ema50,555.7,581.6861144965706,
2025-03-31,GOOGL,C,spy_below_ema50,559.26,580.8066590261168,
2025-04-01,GOOGL,C,spy_below_ema50,561.1,580.0338488682298,
2025-04-02,GOOGL,C,spy_below_ema50,564.63,579.4297763635933,
2025-04-03,GOOGL,C,spy_below_ema50,537.3,577.7776282709034,
2025-04-04,GOOGL,C,spy_below_ema50,505.93,574.9600742210641,
2025-04-07,GOOGL,C,spy_below_ema50,504.45,572.1949732712185,
2025-04-08,GOOGL,C,spy_below_ema50,496.6,569.2304645154844,
2025-04-09,GOOGL,C,spy_below_ema50,542.955,568.2000541423281,
2025-04-10,GOOGL,C,spy_below_ema50,524.63,566.4914245681192,
2025-04-11,GOOGL,C,spy_below_ema50,534.0,565.217251055644,
2025-04-14,GOOGL,C,spy_below_ema50,538.98,564.1883392495404,
2025-04-15,GOOGL,C,spy_below_ema50,537.64,563.1472279064212,
2025-04-16,GOOGL,C,spy_below_ema50,525.73,561.6798856355812,
2025-04-17,GOOGL,C,spy_below_ema50,526.34,560.2940077675191,
2025-04-21,GOOGL,C,spy_below_ema50,513.96,558.4769878550674,
2025-04-22,GOOGL,C,spy_below_ema50,526.95,557.2406353901628,
2025-04-23,GOOGL,C,spy_below_ema50,535.29,556.379826159176,
2025-04-24,GOOGL,C,spy_below_ema50,546.44,555.9900290548945,
2025-04-25,GOOGL,C,spy_below_ema50,550.55,555.7766945821536,
2025-04-28,GOOGL,C,spy_below_ema50,551.07,555.5921183240299,
2025-04-29,GOOGL,C,spy_below_ema50,554.09,555.5332117230876,
2025-04-30,GOOGL,C,spy_below_ema50,554.02,555.473870086888,
2025-11-17,GOOGL,C,spy_below_ema50,665.72,666.7543691371054,
2025-11-18,GOOGL,C,spy_below_ema50,660.16,666.4957664258463,
2025-11-19,GOOGL,C,spy_below_ema50,662.68,666.3461285267936,
2025-11-20,GOOGL,C,spy_below_ema50,652.42,665.8000058394683,
2025-11-21,GOOGL,C,spy_below_ema50,659.15,665.5392212967441,
2025-12-17,GOOGL,C,spy_below_ema50,671.43,673.2850823239643,
2026-01-20,GOOGL,C,spy_below_ema50,677.66,681.8079719316042,
2026-02-05,GOOGL,C,spy_below_ema50,677.44,684.8879059582025,
2026-02-13,GOOGL,C,spy_below_ema50,681.61,685.6135447943826,
2026-02-17,GOOGL,C,spy_below_ema50,682.76,685.5016410769558,
2026-02-19,GOOGL,C,spy_below_ema50,684.505,685.4884929741527,
2026-02-23,GOOGL,C,spy_below_ema50,682.39,685.5158676012843,
2026-03-03,GOOGL,C,spy_below_ema50,680.29,685.8109536184259,
2026-03-04,GOOGL,C,spy_below_ema50,685.13,685.7842495549583,
2026-03-05,GOOGL,C,spy_below_ema50,681.405,685.6125142782932,
2026-03-06,GOOGL,C,spy_below_ema50,672.44,685.0959450909093,
2026-03-09,GOOGL,C,spy_below_ema50,678.3,684.8294374402855,
2026-03-10,GOOGL,C,spy_below_ema50,677.13,684.527498717137,
